"uri","lom_title","lli_title","title_sim","lom_description","lli_description","description_sim","lom_language","lli_language","language_sim","lom_interactivity_type","lli_interactivity_type","interactivity_type_sim","lom_learning_resource_type","lli_learning_resource_type","learning_resource_type_sim","lom_interactivity_level","lli_interactivity_level","interactivity_level_sim","lom_age_range","lli_age_range","age_range_sim"
"http://vishub.org/excursions/2051","Ingurune fisikoa / Medio fisico","Ingurune fisikoa / Medio fisico - Iñigo","8","Diapositiba kolekzio honetan, gure inguru fisikoa ikusiko dugu.En esta colección de diapositivas analizaremos el medio fisicó., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Reconocimiento-NoComercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about Ingurune fisikoa / Medio fisico. Diapositiba kolekzio honetan, gure inguru fisikoa ikusiko dugu.
En esta colección de diapositivas analizaremos el medio fisicó.","0.17948718","no value","en","false","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://vishub.org/excursions/2052","A Ciencia está nas túas mans","A Ciencia está nas túas mans - Jose Viñas","13","Obradoiro pertencente á Xornada de Boas prácticas no ensino das ciencias, matemáticas e a tecnoloxía., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Reconocimiento-NoComercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about A Ciencia está nas túas mans. Obradoiro pertencente á Xornada de Boas prácticas no ensino das ciencias, matemáticas e a tecnoloxía.","0.18421052","no value","en","false","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://vishub.org/excursions/2050","Integral Definida","Integral Definida - JOSE","7","Introducción al concepto de integral indefinida. Cálculo de áreas., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Reconocimiento-NoComercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about Integral Definida. Introducción al concepto de integral indefinida. Cálculo de áreas.","0.121212125","no value","en","false","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://vishub.org/excursions/391","Plan Actividades Grupo Proyectos Europeos","Plan Actividades Grupo Proyectos Europeos - Jose Viñas","13","El Grupo de Proyectos Europeos del IES David Buján tiene planeado desarrollar el siguiente Plan de Actividades durante el Curso 2013-2014, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., O Grupo dede Proxectos Europeos, pretende favorecer o contacto das familias e o resto da comunidade educativa, cos alumnos participantes na actividade a levar a cabo nese momento.Ao longo destes anos, pretendemos visitar diferentes paises, coñecer distintas culturas, non como meros turistas, senón como invitados. O vivir durante unha, duas ou tres semanas nos fogares de cada un dos nosos ""partners"", empaparannos, sen querer, dos seus costumes, tradición ou idioma. A visita dos nosos invitados, ao centro, provocará, sen dúbida, un efecto similar. Creemos que o mellor xeito de ""facer do mundo a nosa casa"" é coñecendo e respectando as súas culturas., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about Plan Actividades Grupo Proyectos Europeos. El Grupo de Proyectos Europeos del IES David Buján tiene planeado desarrollar el siguiente Plan de Actividades durante el Curso 2013-2014","0.115384616","es","en","false","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","11 - 20",">18",""
"http://vishub.org/excursions/390","¿Sabes a qué temperatura se evapora el O2? ¿el argón? ¿y el agua?","¿Sabes a qué temperatura se evapora el O2? ¿el argón? ¿y el agua? - Jose Viñas","13","Nuestra e-Excursion te guía a través del laboratorio virtual Phet en el que puedes provocar cambios de estado e incluso alguna explosión...virtual., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., Habilidades científicas:Elaborar una tablaDibujar una gráfica a partir de los datos ofrecidos, License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ., Muy interesante la excursión. Muchas gracias por el aporte.","Slides presentation about ¿Sabes a qué temperatura se evapora el O2? ¿el argón? ¿y el agua?. Nuestra e-Excursion te guía a través del laboratorio virtual Phet en el que puedes provocar cambios de estado e incluso alguna explosión...virtual.","0.21100917","es","en","false","mixed","null","","[lecture,  slide,  narrative text,  questionnaire]","[[narrative text,  table,  FAQ]]","","very high","null","","11 - 13",">18",""
"http://vishub.org/excursions/2059","Live Quizzes","Live Quizzes - Álvaro","9","Live Quizzes. A Virtual Excursion provided by http://vishub.org., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Reconocimiento-NoComercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about Live Quizzes. ","0.032258064","no value","en","false","mixed","null","","[lecture,  slide,  questionnaire]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://vishub.org/excursions/2058","mkt eta zkh","mkt eta zkh - anette","9","mkt eta zkh. A Virtual Excursion provided by http://vishub.org., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Reconocimiento-NoComercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about mkt eta zkh. ","0.04761905","no value","en","false","mixed","null","","[lecture,  slide]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://vishub.org/excursions/2056","Zatigarritasuna dbh1","Zatigarritasuna dbh1 - anette","9","Zatigarritasuna dbh1. A Virtual Excursion provided by http://vishub.org., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Reconocimiento-NoComercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about Zatigarritasuna dbh1. ","0.032258064","no value","en","false","mixed","null","","[lecture,  slide]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://vishub.org/excursions/2053","POSTALES NAVIDEÑAS - ABLITAS - 5A","POSTALES NAVIDEÑAS - ABLITAS - 5A - Laberinto Delas Palabras","27","POSTALES NAVIDEÑAS DEL ALUMNADO DE 5º A DEL CP SAN BABIL DE ABLITAS, NAVARRA, ESPAÑA., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Reconocimiento-NoComercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about POSTALES NAVIDEÑAS - ABLITAS - 5A. POSTALES NAVIDEÑAS DEL ALUMNADO DE 5º A DEL CP SAN BABIL DE ABLITAS, NAVARRA, ESPAÑA.","0.18421052","no value","en","false","mixed","null","","[lecture,  slide]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://vishub.org/excursions/2054","POSTALES NAVIDEÑAS - ABLITAS - 5B","POSTALES NAVIDEÑAS - ABLITAS - 5B - Laberinto Delas Palabras","27","POSTALES NAVIDEÑAS DEL ALUMNADO DE 5º B DEL COLEGIO ""SAN BABIL"" DE ABLITAS, NAVARRA, ESPAÑA., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Reconocimiento-NoComercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about POSTALES NAVIDEÑAS - ABLITAS - 5B. POSTALES NAVIDEÑAS DEL ALUMNADO DE 5º B DEL COLEGIO ""SAN BABIL"" DE ABLITAS, NAVARRA, ESPAÑA.","0.18421052","no value","en","false","mixed","null","","[lecture,  slide]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://vishub.org/excursions/138","afadad","afadad - xjma86","9","afsdfasdfa, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about afadad. afsdfasdfa","0.0","no value","en","false","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://vishub.org/excursions/137","aaa","aaa - xjma86","9","aaaa, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about aaa. aaaa","0.0","no value","en","false","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://vishub.org/excursions/136","Earth layers","Earth layers - Enrique","10","Excursions to show the layers of the Earth, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about Earth layers. Excursions to show the layers of the Earth","0.10769231","en","en","true","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://vishub.org/excursions/378","Cinabrio","Cinabrio - 2º ESO IES David Buján","25","Características, identificación química y localización geográfica., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about Cinabrio. Características, identificación química y localización geográfica.","0.08064516","es","en","false","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://vishub.org/excursions/131","Microscopio óptico virtual","Microscopio óptico virtual - Carlos de Paz Villasenin","27","Aprende el uso básico del microscopio virtual usando este simulador on-line. Colocación de la preparación, ajuste de la distancia interpupilar, enfoque fino, uso del diafragma, etc., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ., Me ayudó mucho en mi práctica de microscopia. ","Slides presentation about Microscopio óptico virtual. Aprende el uso básico del microscopio virtual usando este simulador on-line. Colocación de la preparación, ajuste de la distancia interpupilar, enfoque fino, uso del diafragma, etc.","0.27173913","es","en","false","mixed","null","","[lecture,  slide]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://vishub.org/excursions/373","Magnetita","Magnetita - 2º ESO IES David Buján","25","descripción acerca del mineral magnetita, localización, aspecto, composición química y  características, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about Magnetita. descripción acerca del mineral magnetita, localización, aspecto, composición química y  características","0.14925373","es","en","false","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://vishub.org/excursions/372","Estibina","Estibina - 2º ESO IES David Buján","25","Características físicas y químicasMétodo de identificación Localización geográfica                                                                                           Hecho por: Pablo Freire SanabriaCorregido por: Jose Viñas, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about Estibina. Características físicas y químicas
Método de identificación 
Localización geográfica                                                                                           
Hecho por: Pablo Freire Sanabria
Corregido por: Jose Viñas

","0.17105263","es","en","false","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://vishub.org/excursions/371","Metamorphosis from Caterpillar to Butterfly","Metamorphosis from Caterpillar to Butterfly - tina michetti","16","Metamorphosis from Caterpillar to Butterfly. A Virtual Excursion provided by http://vishub.org., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about Metamorphosis from Caterpillar to Butterfly. ","0.07692308","en","en","true","mixed","null","","[lecture,  slide]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://vishub.org/excursions/370","Les papillons -  2","Les papillons -  2 - tina michetti","16","Les papillons -  2. A Virtual Excursion provided by http://vishub.org., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about Les papillons -  2. ","0.0625","no value","en","false","mixed","null","","[lecture,  slide]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://vishub.org/excursions/377","Ópalo","Ópalo - 2º ESO IES David Buján","25","Características, identificación y localización del mineral., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about Ópalo. Características, identificación y localización del mineral.","0.08064516","es","en","false","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","11 - 19",">18",""
"http://vishub.org/excursions/134","ViSH for iOS","ViSH for iOS - Santiago","11","iOS application to upload images and videos to ViSH., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about ViSH for iOS. iOS application to upload images and videos to ViSH.","0.11940298","en","en","true","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://vishub.org/excursions/376","Moscovita","Moscovita - 2º ESO IES David Buján","25","Características, identificación y localización geográfica., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about Moscovita. Características, identificación y localización geográfica.","0.06557377","es","en","false","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","11 - 19",">18",""
"http://vishub.org/excursions/375","YESO ROJO","YESO ROJO - 2º ESO IES David Buján","25","propiedades, identificación química y localizacion geográfica, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about YESO ROJO. propiedades, identificación química y localizacion geográfica","0.07936508","es","en","false","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://vishub.org/excursions/374","Halita","Halita - 2º ESO IES David Buján","25","Características, identificación química y localización geográfica.Autor: Jacobo Muiño, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about Halita. Características, identificación química y localización geográfica.
Autor: Jacobo Muiño","0.09090909","es","en","false","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","12 - 19",">18",""
"http://vishub.org/excursions/2040","Colegio Bergson","Colegio Bergson - Laberinto Delas Palabras","27","Vokis del alumnado del Colegio BergsonProyecto eTwinning El laberinto de las palabrasActividad : Presentaciones, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Reconocimiento-NoComercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about Colegio Bergson. Vokis del alumnado del Colegio Bergson
Proyecto eTwinning El laberinto de las palabras
Actividad : Presentaciones","0.14666666","es","en","false","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://vishub.org/excursions/1192","In Time ","In Time  - Grupo investigación IES David Buján","38","In Time . A Virtual Excursion provided by http://vishub.org., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about In Time . ","0.04761905","no value","en","false","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://vishub.org/excursions/2041","Windows 7","Windows 7 - Andoni","9","Características principales del sistema operativo Windows 7, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Reconocimiento-NoComercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about Windows 7. Características principales del sistema operativo Windows 7","0.09375","en","en","true","mixed","null","","[lecture,  slide,  narrative text,  questionnaire]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://vishub.org/excursions/380","Pirita","Pirita - 2º ESO IES David Buján","25","Clasificación, identificación y localización geográfica.Elaborado por: Andrea Román Guindal.Corregido por: José Viñas, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about Pirita. Clasificación, identificación y localización geográfica.
Elaborado por: Andrea Román Guindal.
Corregido por: José Viñas","0.125","es","en","false","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","11 - 19",">18",""
"http://vishub.org/excursions/1190","EVOLUTION","EVOLUTION - Grupo investigación IES David Buján","38","Una película graciosa sobre la evolución de una forma de vida extraterrestre, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about EVOLUTION. Una película graciosa sobre la evolución de una forma de vida extraterrestre","0.16176471","es","en","false","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://vishub.org/excursions/2048","ALPER GUNBAYRAM ORTA OKULU","ALPER GUNBAYRAM ORTA OKULU - We_are_not_so_different","26","Pupils from Usak introduce themselves with their VOKIs., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about ALPER GUNBAYRAM ORTA OKULU. Pupils from Usak introduce themselves with their VOKIs.","0.104477614","en","en","true","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://vishub.org/excursions/2049","Fernando el Católico","Fernando el Católico - Juan José Moreno","19","Breve resumen de la vida de Fernando de Aragón, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Reconocimiento-NoComercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about Fernando el Católico. Breve resumen de la vida de Fernando de Aragón","0.11940298","es","en","false","mixed","null","","[lecture,  slide,  narrative text,  questionnaire]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://vishub.org/excursions/1199","Volcanoes","Volcanoes - ViSH","7","by Jorge Juan Arandilla, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about Volcanoes. by Jorge Juan Arandilla","0.05","en","en","true","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","4 - 14",">18",""
"http://vishub.org/excursions/2047","Presentaciones","Presentaciones - Pocoville","12","Actividad 1 : pistas de los alumnos del Colegio Voltaire, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about Presentaciones. Actividad 1 : pistas de los alumnos del Colegio Voltaire","0.13636364","es","en","false","mixed","null","","[lecture,  slide]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://vishub.org/excursions/2044","POSTALES DE NAVIDAD - ABLITAS 6º A","POSTALES DE NAVIDAD - ABLITAS 6º A - Laberinto Delas Palabras","27","Postales navideñas para el proyecto eTwinning ""El laberinto de las palabras""., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Dominio Público'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about POSTALES DE NAVIDAD - ABLITAS 6º A. Postales navideñas para el proyecto eTwinning ""El laberinto de las palabras"".","0.1388889","es","en","false","mixed","null","","[lecture,  slide]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://vishub.org/excursions/2045","CHRISTMAS CARDS FROM ABLITAS","CHRISTMAS CARDS FROM ABLITAS - We_are_not_so_different","26","Christmas cards from Ablitas for the eTwinning project ""WE ARE NOT SO DIFFERENT""., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about CHRISTMAS CARDS FROM ABLITAS. Christmas cards from Ablitas for the eTwinning project ""WE ARE NOT SO DIFFERENT"".","0.16666667","en","en","true","mixed","null","","[lecture,  slide]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://vishub.org/excursions/1195","FAR CRY","FAR CRY - Grupo investigación IES David Buján","38","Película de ciencia ficción basada en el videojuego Far Cry., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about FAR CRY. Película de ciencia ficción basada en el videojuego Far Cry.","0.13432837","es","en","false","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://vishub.org/excursions/1198","Electricity for kids","Electricity for kids - ViSH","7","How does an electricity work? It is easy to learn and practice.by Jorge Juan Arandilla, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about Electricity for kids. How does an electricity work? 
It is easy to learn and practice.

by Jorge Juan Arandilla","0.17333333","en","en","true","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","6 - 15",">18",""
"http://vishub.org/excursions/1197","Medidas Extraordinarias. Reseña de la película","Medidas Extraordinarias. Reseña de la película - Grupo investigación IES David Buján","38","Medidas Extraordinarias. Reseña de la película. A Virtual Excursion provided by http://vishub.org., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about Medidas Extraordinarias. Reseña de la película. ","0.09090909","es","en","false","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://vishub.org/excursions/163","Doñana en profundidad","Doñana en profundidad - Fermin","9","This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about Doñana en profundidad. ","0.0","es","en","false","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://vishub.org/excursions/162","BIFI - RRLAB Pendulum","BIFI - RRLAB Pendulum - Aldo","7","Testing a remote pendulum, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about BIFI - RRLAB Pendulum. Testing a remote pendulum","0.04761905","no value","en","false","mixed","null","","[lecture,  slide,  narrative text,  questionnaire]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://vishub.org/excursions/161","Crowdsourcing Cells","Crowdsourcing Cells - Fermin","9","Check the images and help researchers to determine what is going on in the lab, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about Crowdsourcing Cells. Check the images and help researchers to determine what is going on in the lab","0.19444445","en","en","true","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://vishub.org/excursions/168","ViSH para os novos profesores","ViSH para os novos profesores - Jose Viñas","13","Diferentes tipos de actividades realizadas ata o de agora no Virtual Science Hub. , This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., Adquisición das ferramentas mínimas para o desenvolvemento dunha excursión., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ., Que bien muestras las infinitas posibilidades de VisHub","Slides presentation about ViSH para os novos profesores. Diferentes tipos de actividades realizadas ata o de agora no Virtual Science Hub. ","0.15730338","no value","en","false","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","21 - 30",">18",""
