"uri"	"title"	"description"	"language"	"technical_location"	"edu_interactivityType"	"edu_learningResourceType"	"edu_interactivityLevel"	"edu_typicalAgeRange"
"null"	"secadora solar de café "	"El secado es una de las etapas determinantes en la calidad y los costos de producción en el proceso de beneficiado húmedo de café. Representa entre el 45 y el 60% de los costos de procesamiento, lo cual constituye un indicativo de la importanc, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Reconocimiento-NoComercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"es"	"http://vishub.org/excursions/1944"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"Geomorfología litoral"	"Geomorfología litoral. A Virtual Excursion provided by http://vishub.org., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'None (All rights reserved)'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"es"	"no value"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"2012 - I make my own structure"	"Students make their own paper structure, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"en"	"http://vishub.org/excursions/414"	"mixed"	"lecture, slide"	"very high"	"12 - 13"
"null"	"Demo"	"Demo Description, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'None (All rights reserved)'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"en"	"no value"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"World Water Day: Water Cooperation"	"2013- International year of water cooperation, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"en"	"http://vishub.org/excursions/199"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"Turmalina"	"Propiedades, identificación química y localización geográficaProperties, chemical identification and geographical location, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Reconocimiento-NoComercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"es"	"http://vishub.org/excursions/499"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"Ancient Weapons"	"Quizzes about ancient weapons.The quizzes have been created using the Articulate Quiz Maker authoring tool, and have been integrated in the ViSH Editor by importing SCORM packages., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., Ancient Weapons, License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"en"	"http://vishub.org/excursions/984"	"mixed"	"lecture, slide, narrative text"	"very high"	"8 - 30"
"null"	"CREACIÓN DE UNA EMPRESA SIMULADA"	"Proceso para la creación de una empresa simulada en el aula, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"es"	"http://vishub.org/excursions/1368"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"Técnicas de cultivo del trigo duro. Maquinaria utilizada en la preparación del terreno."	"Describe qué maquinaria se utiliza en estas labores preparatorias del terreno., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Reconocimiento-NoComercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"no value"	"http://vishub.org/excursions/2084"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"Geomorfología"	"Imágenes de estructuras geomorfológicas fluviales, glaciares y costeras, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"es"	"http://vishub.org/excursions/904"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"Jesús en el Museo del Prado"	"Una visita al Museo de Prado siguiendo la imagen de Jesús en diez obras maestras de la pintura., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"es"	"http://vishub.org/excursions/527"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"Little book of Japan: The samurais"	"Historia y costumbres de los samurais, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'None (All rights reserved)'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"es"	"no value"	"mixed"	"lecture, slide"	"very high"	"12 - 30"
"null"	"Academia de Ingenieros"	"Datos y como llegar, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"es"	"http://vishub.org/excursions/1626"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"Ραδιενέργεια: Είναι πάντα βλαβερή για τους ανθρώπους;"	"Σε αυτήν την άσκηση οι μαθητές θα χρησιμοποιήσουν εξ'αποστάσεως έναν ανιχνευτή Geiger-Muller προκειμένου να μελετήσουν την απορρόφηση της ραδιενέργειας σε συνάρτηση με το χρόνο έκθεσης, την απόσταση από τη πηγή και την ύπαρξη απορροφητών., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial-NoDerivs'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"no value"	"http://vishub.org/excursions/1911"	"mixed"	"lecture, slide"	"very high"	"14 - 18"
"null"	"Untitled"	"Virtual Excursion provided by http://vishub.org., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'None (All rights reserved)'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"no value"	"no value"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"Uso tecnología en IES David Buján"	"Durante el año 2014-2015 iremos conociendo las costumbres de los alumnos/as  del IES David Buján, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"es"	"http://vishub.org/excursions/1100"	"mixed"	"lecture, slide, narrative text, questionnaire"	"very high"	"no value"
"null"	"Taller"	"Taller de Tecnología, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Reconocimiento-NoComercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"no value"	"http://vishub.org/excursions/2137"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"Test"	"Test. A Virtual Excursion provided by http://vishub.org., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'None (All rights reserved)'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"no value"	"no value"	"mixed"	"lecture, slide"	"very high"	"no value"
"null"	"Reseña de los 4 fantásticos y silver surfer"	"Reseña de los 4 fantásticos y silver surfer. A Virtual Excursion provided by http://vishub.org., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"es"	"http://vishub.org/excursions/1538"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"Prometheus"	"Reseña de la película ""Prometheus"" , This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"es"	"http://vishub.org/excursions/1182"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"Een klein mysterie"	"In dit lab ga je onderzoeken welke zoutoplossingen in de potjes zitten. Je hebt daarbij de keuze uit:calciumnitraatcalciumchloridenatriumchloridenatriumcarbonaat, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Reconocimiento'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"no value"	"http://vishub.org/excursions/1801"	"mixed"	"lecture, slide"	"very high"	"14 - 16"
"null"	"FOOD SAFETY AND FOOD DEFENS"	"La seguridad alimentaria es un requisito indispensable en nuestro sistema sanitario nacional. Para lograr alcanzar los mayores estándares de calidad alimentaria e inocuidad de los alimentos es preciso implantar sistemas de control y trazabilidad en todos los procesos llevados a cabo por la industria alimentara. Al mismo tiempo, las tendencias globales de exportación de nuevos alimentos a países como Estados Unidos han traído consigo la necesidad de coordinar de forma globalizada procedimientos que eviten el uso de los alimentos como armas contra la sociedad. En este sentido, ambos conceptos, food safety y food defens, se complementa, evitando tanto los riesgo fortuitos como los intencionados, y aseguran la inocuidad de los alimentos a escala global., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"es"	"http://vishub.org/excursions/511"	"mixed"	"lecture, slide, narrative text, questionnaire"	"very high"	"no value"
"null"	"2013 European Quality Label SOFT"	"http://new-twinspace.etwinning.net/web/p86976/welcomeThis etwinning project was awarded with the European Quality Label in 2013., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"en"	"http://vishub.org/excursions/1331"	"mixed"	"lecture, slide, narrative text"	"very high"	"12 - 15"
"null"	"GLOBAL excursion presentation"	"This presentation will be given at the CEENGINE NREN users workshop, 22nd of May 2013, Kiev, Ukraine, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"en"	"http://vishub.org/excursions/240"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"Ουσιαστικά παράγωγα από επίθετα και από άλλα ουσιαστικά"	"Ουσιαστικά παράγωγα από επίθετα και από άλλα ουσιαστικά. A Virtual Excursion provided by http://vishub.org., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'None (All rights reserved)'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"no value"	"no value"	"mixed"	"lecture, slide, narrative text, questionnaire"	"very high"	"no value"
"null"	"Módulo 3 de HTML5MOOC"	"Herramienta para probar el código javascript y los ejemplos de la módulo 3 del curso @HTML5MOOC de FirefoxOS, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., Herramienta para probar el código javascript y los ejemplos de la módulo 3 del curso @HTML5MOOC de FirefoxOS, License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"es"	"http://vishub.org/excursions/619"	"mixed"	"lecture, slide"	"very high"	"16 - 30"
"null"	"The Periodic Table"	"A fun and interesting way to learn about the elements of the periodic table, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., To be able to learn about the names, symbols and some basic properties of the elements on the periodic table, License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ., Interesting and funny break to the ususal classes. Thank you Samar"	"en"	"http://vishub.org/excursions/394"	"mixed"	"lecture, slide"	"very high"	"11 - 18"
"null"	"Similar triangles activity: Laura, Maria"	"14 year old students measure the height using a similar triangles activity.You may see the whole AIMS project: http://new-twinspace.etwinning.net/web/p97560/welcome, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"en"	"http://vishub.org/excursions/1172"	"mixed"	"lecture, slide"	"very high"	"14 - 15"
"null"	"El peral "	"El peral . A Virtual Excursion provided by http://vishub.org., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"no value"	"http://vishub.org/excursions/1698"	"mixed"	"lecture, slide, narrative text, questionnaire"	"very high"	"no value"
"null"	"Cultivo De Cafe *.* "	"La calidad del café depende de numerosos factores. La calidad depende de la especie vegetal que se utilice (Robusta o Arábica) de la variedad de café sembrada (ver historia del café). Además de los factores genéticos, depende obviamente del árbol y el entorno en que crece. Adicionalmente, la forma como se siembra el café y el adecuado manejo agronómico del cultivo, también influenciará la calidad., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Reconocimiento-NoComercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"es"	"http://vishub.org/excursions/1924"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"Guy Fawkes Night"	"Learn about this British festival. Its origins and current celebration., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"en"	"http://vishub.org/excursions/1481"	"mixed"	"lecture, slide, narrative text, questionnaire"	"very high"	"no value"
"null"	"BQ"	"BQ. A Virtual Excursion provided by http://vishub.org., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'None (All rights reserved)'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"no value"	"no value"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"Iberian Lynx"	"This excursion is about the Iberian Lynx, one of the most endangered cat species in the world., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'None (All rights reserved)'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"en"	"no value"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"We measure the height"	"Students measure the height using different Alternatives for Innovative Math Study.., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"en"	"http://vishub.org/excursions/717"	"mixed"	"lecture, slide"	"very high"	"12 - 16"
"null"	"II Taller del Método indagativo en XploreHealth"	"Taller de Xplore Health para centros piloto. Aplicaremos el método indagativo a algunas de las actividades de Xplore Health., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"es"	"http://vishub.org/excursions/851"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"Hackatin2014 #4 Sonido y puntuación"	"En este tutorial explicaremos como añadir sonidos al juego que estamos construyendo. Aprenderemos también a crear un sistema de puntos asociado a los recursos que vamos capturando., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"es"	"http://vishub.org/excursions/1134"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"Building Blocks"	"Teamwork in the F1 pit stop is important in preventing disaster.All members of the team must work together – but individuals could be doing very different jobs. It is just like this in our own bodies!, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ., Very useful excursion especially for low ability groups. Good video for analogy. Thumbs up!"	"en"	"http://vishub.org/excursions/392"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"Is it Good to be Beautiful - Understanding Evolution through Natural and Sexual Selection"	"This inquiry activity teaches students about the importance of natural and sexual selection processes in understanding evolution. It allows students to conduct scientific experiments using the online laboratory /Sexual Selection in Guppies /and collect & analyze data just like the biologist John Endler did when he first investigated the balance of natural and sexual selection in guppy fish in the 1970s. Students work through an inquiry cycle model and acquire scientific investigative skills that actual biologists and other scientists apply when making discoveries and investigating new phenomena., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"en"	"http://vishub.org/excursions/1838"	"mixed"	"lecture, slide"	"very high"	"12 - 18"
"null"	"Zoutchons"	"Zoutchons. A Virtual Excursion provided by http://vishub.org., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"no value"	"http://vishub.org/excursions/1440"	"mixed"	"lecture, slide"	"very high"	"no value"
"null"	"BIFI - RRLAB Pendulum"	"Testing a remote pendulum, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'None (All rights reserved)'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"no value"	"no value"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"Fastfood"	"ElenaJade, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'None (All rights reserved)'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"no value"	"no value"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"GENIE, LA NIÑA ""SALVAJE"""	"En este breve documental se expone la historia de Genie, una niña que había estado en aislamiento durante toda su vida. Además de otras cuestiones, en este vídeo veremos cómo el aislamiento puede afectar a determinadas cuestiones cognitivas en general y, en particular, a la adquisición del lenguaje.Del mismo modo, discutiremos a este respecto la hipótesis del período crítico y las diferentes aproximaciones a la relación pensamiento-lenguaje que hemos visto en el Tema 5., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., TEMA 5. Repasar los diferentes modelos que explican la relación pensamiento-lenguaje y el lugar de la adquisición del lenguaje en ellos., License: 'None (All rights reserved)'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"es"	"no value"	"mixed"	"lecture, slide, narrative text"	"very high"	"18 - 30"
"null"	"Modelo- Presentación"	"Resumen de la investigación realizada, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Reconocimiento-NoComercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"es"	"no value"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"MODELO"	"como  hacer arte con leche, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'None (All rights reserved)'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"es"	"no value"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"Primera web"	"Es un ejemplo de un sitio web básico, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"no value"	"http://vishub.org/excursions/1408"	"mixed"	"lecture, slide"	"very high"	"no value"
"null"	"Tutoriales de Lucidpress"	"Lucidpress es una aplicación web para la creación de todo tipo de documentos digitales que se pueden compartir en la red. Especialmente indicado para la creación de revistas digitales., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"es"	"http://vishub.org/excursions/744"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"EL ADJETIVO"	"DEFINICIÓNTIPOSGRADOS, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'None (All rights reserved)'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"es"	"no value"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"ViSH for iOS"	"iOS application to upload images and videos to ViSH., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"en"	"http://vishub.org/excursions/134"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"Prueba"	"Prueba. A Virtual Excursion provided by http://vishub.org., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"es"	"http://vishub.org/excursions/1595"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"pH scale ILS"	"This Inquiry Learning Space is designed for young Chemistry students of lower secondary school (12-15 years old) and aims at introducing the pH concept and scale.It is based on a pHET simulation which is simple to use and involves the characterisation of familiar solutions into acids or bases. Furthermore, it studies the effect of volume and dilution to the pH of a solution.The benefit of conducting this lab virtually is that students can test liquids that are normally difficult to test in “real” labs, such as vomit and blood. It is also easy and quick to use and overcomes practical problems such as pH-meter calibration, need of multiple instruments and resources, lack of time and other educational difficulties, whilst at the same time offering a fun and informative introduction to the pH scale. During this activity the students are able to conduct three different experiments:/Experiment 1: pH measurement the pH of 11 familiar liquids and classification into acids or bases/In this experiment students “test” the pH of 11 different liquids from their everyday life, such as blood, spit, soda pop, battery acid and water, though the use of an electronic pH-meter, which they are supposed to classify into acids or bases. Through this activity they are also included to neutral solutions./Experiment 2: Influence of volume to the pH./In this phase the students test whether volume has an effect on a liquid’s pH./Experiment 3: Influence of dilution to the pH./In this experiment students test whether dilution (the addition of water) affects a liquid’s pH and note the difference between an acid and a base, as in both cases the pH approaches 7 (in the case of an acid in increases, whilst in the case of a base it decreases).Throughout the activity the students are required to answer a number of questions that require critical thinking and link the concept of pH to real life (e.g. why does drinking soda pop help soothe a tummy ache)., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"en"	"http://vishub.org/excursions/1863"	"mixed"	"lecture, slide"	"very high"	"14 - 16"
"null"	"MESOPOTAMIA"	"Un recorrido por la antigua Mesopotamia., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'None (All rights reserved)'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"no value"	"no value"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
"null"	"La relación de divisibilidad - Vish"	"Repaso previo al estudio de la relación de divisibilidad, con algunas imágenes de tablas, alguna presentación, y teoría y ejemplos sobre dicha relación entre números naturales., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., Conocer la relación de divisibilidad., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"es"	"http://vishub.org/excursions/1443"	"mixed"	"lecture, slide, narrative text"	"very high"	"11 - 12"
"null"	"Ejemplo1"	"Temas, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'None (All rights reserved)'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"es"	"no value"	"mixed"	"lecture, slide"	"very high"	"no value"
"null"	"Survey. Outdoor activity DOMUS. "	"SURVEY ABOUT THE VISIT AT HUMAN BEEING MUSEUM, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Reconocimiento-NoComercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"en"	"http://vishub.org/excursions/2103"	"mixed"	"lecture, slide, narrative text, questionnaire"	"very high"	"no value"
"null"	"Nanogame"	"Excursion with the nanogame developed by UCAM, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., The objective is that kids play with nanotechnology and learn what it is, License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"en"	"http://vishub.org/excursions/144"	"mixed"	"lecture, slide, narrative text"	"very high"	"10 - 27"
"null"	"tensión superficial-monedas"	"Resumen de la investigación realizada, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Reconocimiento-NoComercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ."	"es"	"http://vishub.org/excursions/1983"	"mixed"	"lecture, slide, narrative text"	"very high"	"no value"
